Date,Festival/Event,Season,Special Day Type,Location,Customer Segment,Top Purchased Items,Total Sale Value (₹),Estimated Profit (₹),Demand Level (1-10),Discount Sensitivity (1-10)
2023-12-09,Raksha Bandhan,Monsoon,Wedding Season,Chennai,Students,"Sweets, Fruits, Atta, Rakhi, Rice",645.73,141.74,6,7
2023-04-08,Onam,Winter,Salary Day,Patna,Families,"Bread, Rice, Eggs",223.98,44.33,10,9
2024-10-16,Diwali,Winter,Salary Day,Bangalore,Students,"Bread, Eggs, Atta",160.76,25.4,4,9
2024-06-04,Raksha Bandhan,Monsoon,Salary Day,Bangalore,Middle Class,"Sweets, Fruits, Rakhi, Rice, Eggs",1612.35,381.39,4,7
2023-09-12,None,Summer,Wedding Season,Kolkata,Upper Middle,"Bread, Rice, Oil",1501.01,88.24,8,2
2023-10-23,Diwali,Winter,Salary Day,Bangalore,Families,"Oil, Rice, Atta",1316.44,269.32,4,6
2024-07-21,Republic Day,Monsoon,Exam Season,Patna,Low Income,"Sugar, Rice, Milk",787.75,138.31,4,3
2024-11-29,Holi,Monsoon,Normal Day,Chennai,Middle Class,"Bread, Colors, Rice, Oil",609.61,58.43,8,4
2024-10-27,Eid,Winter,Salary Day,Patna,Retail Bulk,"Vegetables, Dates, Fruits, Atta",1091.31,136.9,9,5
2024-10-11,Navratri,Summer,School Opening,Delhi,Middle Class,"Bread, Fruits, Oil",764.6,57.18,10,2
2023-03-06,Christmas,Winter,Weekend,Patna,Families,"Cake, Milk, Eggs, Rice, Chocolates",762.34,74.87,6,4
2024-02-02,Holi,Monsoon,School Opening,Bangalore,Low Income,"Bread, Colors, Eggs, Atta",1052.79,124.21,7,4
2024-09-14,Raksha Bandhan,Monsoon,Salary Day,Mumbai,Upper Middle,"Sweets, Sugar, Rakhi, Rice, Vegetables",478.72,30.73,8,6
2024-09-20,Eid,Winter,Normal Day,Chennai,Families,"Bread, Rice, Milk, Dates",995.96,214.54,9,2
2023-12-29,Republic Day,Winter,Salary Day,Patna,Retail Bulk,"Bread, Fruits, Oil",307.32,58.81,7,4
2023-08-05,Holi,Summer,Exam Season,Delhi,Families,"Vegetables, Rice, Milk, Colors",1773.11,176.36,7,6
2023-12-27,Navratri,Summer,Exam Season,Jaipur,Students,"Sugar, Bread, Rice",1117.5,216.48,6,8
2024-06-15,Independence Day,Winter,Normal Day,Kolkata,Middle Class,"Atta, Hand bands, Flags, Vegetables, Eggs",661.34,93.45,5,8
2024-11-21,Navratri,Winter,Weekend,Jaipur,Low Income,"Milk, Fruits, Atta",389.35,95.06,6,8
2024-07-17,Christmas,Summer,Weekend,Delhi,Families,"Sugar, Cake, Bread, Vegetables, Chocolates",1371.01,139.31,4,2
2023-12-06,Diwali,Summer,School Opening,Bangalore,Families,"Vegetables, Milk, Oil",1620.48,132.64,4,9
2023-07-28,Raksha Bandhan,Monsoon,Salary Day,Lucknow,Low Income,"Sweets, Sugar, Oil, Rakhi, Eggs",1836.66,448.53,4,5
2024-05-27,Raksha Bandhan,Summer,Salary Day,Jaipur,Low Income,"Sweets, Milk, Rakhi, Bread, Eggs",805.76,78.77,5,4
2024-06-04,Eid,Summer,Salary Day,Chennai,Low Income,"Vegetables, Rice, Eggs, Dates",1620.56,326.76,7,5
2023-05-27,Raksha Bandhan,Summer,Salary Day,Kolkata,Families,"Sweets, Oil, Rakhi, Rice, Vegetables",733.62,176.04,7,6
2024-07-02,Navratri,Monsoon,Exam Season,Bangalore,Upper Middle,"Bread, Rice, Oil",888.04,185.46,6,9
2023-07-01,Raksha Bandhan,Winter,School Opening,Patna,Students,"Sweets, Fruits, Rakhi, Bread, Rice",1872.15,339.08,4,8
2024-08-16,Eid,Monsoon,Exam Season,Jaipur,Low Income,"Dates, Rice, Fruits, Atta",1782.77,375.48,8,3
2023-12-30,Makar Sankranti,Summer,Salary Day,Kolkata,Middle Class,"Vegetables, Sugar, Eggs",1103.61,110.62,7,8
2024-04-26,Navratri,Winter,Salary Day,Chennai,Students,"Bread, Milk, Atta",555.71,68.02,10,9
2024-05-20,Holi,Summer,School Opening,Jaipur,Low Income,"Bread, Colors, Eggs, Atta",211.46,38.18,5,7
2024-03-29,Republic Day,Monsoon,Salary Day,Mumbai,Families,"Rice, Milk, Eggs",1780.42,433.56,7,8
2024-05-14,Eid,Summer,School Opening,Bangalore,Retail Bulk,"Sugar, Dates, Milk, Atta",1374.39,294.31,4,8
2024-05-05,Onam,Monsoon,Exam Season,Delhi,Upper Middle,"Vegetables, Rice, Eggs",933.2,76.55,8,5
2023-01-19,Independence Day,Winter,Wedding Season,Lucknow,Families,"Milk, Fruits, Hand bands, Flags, Rice",1163.94,94.95,9,8
2024-11-22,Independence Day,Winter,Salary Day,Patna,Low Income,"Fruits, Atta, Hand bands, Flags, Vegetables",370.05,65.0,9,6
2023-03-18,Diwali,Summer,Exam Season,Jaipur,Middle Class,"Rice, Eggs, Atta",1818.93,292.51,8,4
2024-12-29,Christmas,Monsoon,Wedding Season,Delhi,Retail Bulk,"Cake, Eggs, Oil, Rice, Chocolates",1671.51,252.22,7,5
2024-02-19,Raksha Bandhan,Winter,Salary Day,Chennai,Middle Class,"Sweets, Oil, Rakhi, Bread, Vegetables",367.22,49.33,6,9
2023-10-19,Eid,Summer,School Opening,Lucknow,Retail Bulk,"Vegetables, Sugar, Bread, Dates",1612.42,135.34,7,4
2023-01-24,Raksha Bandhan,Winter,School Opening,Kolkata,Students,"Sweets, Fruits, Rakhi, Rice, Eggs",1193.59,178.62,10,4
2023-10-28,Holi,Summer,Weekend,Delhi,Families,"Bread, Rice, Milk, Colors",287.2,44.85,6,2
2024-10-22,Navratri,Summer,School Opening,Jaipur,Upper Middle,"Bread, Eggs, Oil",493.81,45.9,8,8
2024-02-04,Independence Day,Summer,Salary Day,Bangalore,Families,"Oil, Bread, Hand bands, Flags, Vegetables",1498.13,297.39,9,9
2023-03-06,Republic Day,Winter,Wedding Season,Patna,Students,"Vegetables, Sugar, Milk",1419.31,95.97,9,7
2023-07-23,Christmas,Monsoon,Wedding Season,Bangalore,Students,"Sugar, Cake, Oil, Vegetables, Chocolates",1585.74,309.1,4,8
2024-05-28,None,Monsoon,Exam Season,Lucknow,Upper Middle,"Vegetables, Sugar, Fruits",684.95,91.23,6,8
2023-12-25,Republic Day,Winter,Exam Season,Mumbai,Low Income,"Milk, Bread, Eggs",1503.4,242.06,10,6
2024-06-21,Makar Sankranti,Monsoon,School Opening,Jaipur,Low Income,"Vegetables, Sugar, Oil",1560.85,323.57,4,6
2024-12-19,Eid,Monsoon,Salary Day,Bangalore,Upper Middle,"Milk, Rice, Fruits, Dates",1404.01,118.05,6,2
2024-12-23,Holi,Winter,Wedding Season,Mumbai,Retail Bulk,"Vegetables, Oil, Colors, Atta",883.05,154.52,9,5
2024-12-18,Holi,Winter,Salary Day,Kolkata,Upper Middle,"Milk, Bread, Eggs, Colors",715.72,72.7,6,3
2023-10-05,Navratri,Summer,Salary Day,Mumbai,Upper Middle,"Vegetables, Eggs, Oil",731.58,56.59,10,5
2024-03-08,Raksha Bandhan,Winter,Weekend,Lucknow,Families,"Sweets, Sugar, Rakhi, Rice, Eggs",301.93,15.71,6,6
2024-05-26,Holi,Monsoon,Wedding Season,Delhi,Retail Bulk,"Vegetables, Sugar, Eggs, Colors",1358.6,310.92,6,7
2024-06-13,Christmas,Winter,School Opening,Delhi,Students,"Cake, Milk, Fruits, Eggs, Chocolates",669.0,96.05,9,3
2023-12-18,None,Summer,Exam Season,Lucknow,Low Income,"Vegetables, Fruits, Atta",589.24,30.01,7,6
2024-07-31,Diwali,Winter,Salary Day,Chennai,Low Income,"Rice, Eggs, Atta",400.54,96.17,10,9
2023-01-19,Navratri,Monsoon,Weekend,Bangalore,Middle Class,"Vegetables, Bread, Eggs",1628.1,242.3,6,3
2023-06-21,Republic Day,Monsoon,Salary Day,Patna,Middle Class,"Sugar, Fruits, Eggs",366.15,62.71,7,9
2024-04-25,Onam,Monsoon,School Opening,Jaipur,Middle Class,"Rice, Milk, Oil",1587.43,374.69,4,3
2024-12-15,Diwali,Winter,School Opening,Jaipur,Low Income,"Rice, Milk, Atta",144.02,35.21,10,8
2023-05-21,Navratri,Winter,Normal Day,Patna,Middle Class,"Eggs, Milk, Atta",1451.58,184.03,8,7
2023-09-15,Raksha Bandhan,Winter,Wedding Season,Delhi,Retail Bulk,"Sweets, Sugar, Fruits, Rakhi, Vegetables",1424.93,85.57,8,7
2023-10-28,Onam,Winter,Weekend,Mumbai,Families,"Vegetables, Milk, Atta",1714.81,375.57,5,9
2024-07-05,Christmas,Monsoon,Wedding Season,Patna,Retail Bulk,"Cake, Milk, Eggs, Vegetables, Chocolates",143.57,16.62,9,4
2024-11-14,Republic Day,Summer,Normal Day,Mumbai,Middle Class,"Sugar, Bread, Rice",1633.37,345.0,8,2
2024-01-02,Raksha Bandhan,Monsoon,Salary Day,Bangalore,Upper Middle,"Sweets, Milk, Oil, Rakhi, Rice",1636.6,286.98,8,7
2023-03-31,Independence Day,Summer,School Opening,Lucknow,Families,"Fruits, Oil, Hand bands, Flags, Eggs",890.09,84.03,4,8
2024-01-21,Christmas,Summer,Salary Day,Mumbai,Middle Class,"Cake, Milk, Eggs, Oil, Chocolates",1288.39,170.66,5,8
2023-11-24,Navratri,Monsoon,School Opening,Delhi,Retail Bulk,"Rice, Fruits, Atta",428.74,61.54,7,2
2023-12-23,Makar Sankranti,Winter,Wedding Season,Delhi,Students,"Vegetables, Fruits, Oil",306.35,57.38,9,7
2024-09-02,Christmas,Monsoon,Normal Day,Kolkata,Retail Bulk,"Cake, Fruits, Atta, Oil, Chocolates",653.68,121.48,4,5
2023-05-07,None,Winter,Salary Day,Lucknow,Families,"Vegetables, Rice, Oil",1885.37,135.74,5,2
2024-01-24,Onam,Monsoon,Salary Day,Patna,Students,"Sugar, Rice, Atta",1631.85,118.08,9,6
2023-03-17,None,Summer,Weekend,Mumbai,Middle Class,"Milk, Bread, Eggs",134.57,12.23,8,5
2023-08-24,Holi,Monsoon,Exam Season,Chennai,Retail Bulk,"Vegetables, Sugar, Fruits, Colors",900.47,54.61,9,3
2024-11-29,Christmas,Summer,Wedding Season,Jaipur,Retail Bulk,"Sugar, Cake, Milk, Chocolates, Eggs",171.38,34.07,10,7
2024-09-09,Onam,Summer,Exam Season,Patna,Retail Bulk,"Milk, Bread, Fruits",162.99,28.41,6,8
2024-02-14,Diwali,Summer,Weekend,Chennai,Families,"Bread, Eggs, Atta",681.7,35.98,4,6
2024-09-29,Christmas,Monsoon,Weekend,Bangalore,Low Income,"Cake, Milk, Rice, Vegetables, Chocolates",1385.55,106.71,6,4
2023-11-11,Makar Sankranti,Summer,School Opening,Bangalore,Families,"Sugar, Milk, Eggs",783.83,125.25,9,5
2024-06-04,Independence Day,Monsoon,Salary Day,Delhi,Students,"Bread, Hand bands, Rice, Flags, Vegetables",1828.87,280.56,6,9
2024-06-14,Diwali,Summer,Wedding Season,Chennai,Students,"Bread, Milk, Oil",1277.04,263.18,10,2
2023-04-07,Eid,Monsoon,Normal Day,Chennai,Low Income,"Dates, Rice, Milk, Oil",1545.32,124.35,9,3
2023-08-08,Makar Sankranti,Monsoon,Salary Day,Lucknow,Students,"Bread, Rice, Oil",1536.97,214.3,4,4
2023-12-16,Raksha Bandhan,Monsoon,Weekend,Chennai,Middle Class,"Sweets, Atta, Oil, Rakhi, Rice",1043.28,233.15,8,7
2024-02-09,Diwali,Monsoon,Exam Season,Patna,Students,"Rice, Eggs, Oil",1314.16,258.32,8,6
2023-02-05,Independence Day,Monsoon,Salary Day,Jaipur,Retail Bulk,"Sugar, Fruits, Bread, Hand bands, Flags",526.63,71.4,9,4
2024-10-29,Christmas,Monsoon,Salary Day,Patna,Upper Middle,"Cake, Eggs, Atta, Oil, Chocolates",1131.13,127.56,8,7
2024-05-09,Eid,Winter,School Opening,Kolkata,Families,"Vegetables, Dates, Fruits, Eggs",1804.75,136.15,4,8
2024-08-27,None,Summer,Salary Day,Patna,Retail Bulk,"Bread, Milk, Oil",1171.88,76.32,6,5
2024-11-03,Holi,Summer,Wedding Season,Kolkata,Families,"Sugar, Atta, Colors, Oil",61.94,10.41,6,8
2023-08-07,Eid,Summer,Weekend,Mumbai,Students,"Dates, Rice, Fruits, Atta",1844.87,399.77,8,8
2023-09-16,Holi,Summer,Salary Day,Chennai,Low Income,"Colors, Rice, Fruits, Eggs",967.78,232.91,9,8
2024-07-28,Diwali,Summer,Weekend,Patna,Low Income,"Vegetables, Bread, Atta",617.43,112.81,6,9
2023-07-03,Independence Day,Winter,Normal Day,Delhi,Families,"Milk, Bread, Hand bands, Flags, Rice",383.66,30.03,7,9
2023-07-14,None,Monsoon,Exam Season,Mumbai,Low Income,"Bread, Fruits, Atta",367.27,34.58,5,7
2024-11-19,Navratri,Winter,School Opening,Mumbai,Students,"Oil, Bread, Atta",1891.82,413.72,6,3
2024-11-05,Holi,Summer,Normal Day,Lucknow,Upper Middle,"Milk, Colors, Eggs, Oil",778.77,144.15,4,2
2023-04-23,Holi,Monsoon,Exam Season,Delhi,Upper Middle,"Milk, Fruits, Eggs, Colors",1881.59,203.14,8,9
2023-03-20,Holi,Summer,Salary Day,Kolkata,Families,"Vegetables, Sugar, Rice, Colors",1344.42,222.42,9,3
2024-06-21,Raksha Bandhan,Winter,Weekend,Kolkata,Middle Class,"Sweets, Sugar, Oil, Rakhi, Bread",1742.32,328.12,5,2
2023-12-31,Christmas,Summer,Weekend,Kolkata,Middle Class,"Sugar, Cake, Fruits, Vegetables, Chocolates",1627.42,147.98,5,8
2024-02-02,Republic Day,Summer,Exam Season,Chennai,Families,"Sugar, Fruits, Atta",139.87,9.58,6,3
2023-03-16,Navratri,Summer,Exam Season,Bangalore,Students,"Bread, Milk, Oil",1535.05,266.01,9,4
2023-01-20,Holi,Summer,Normal Day,Chennai,Students,"Sugar, Rice, Fruits, Colors",432.84,38.38,6,5
2024-08-05,None,Winter,Wedding Season,Kolkata,Upper Middle,"Sugar, Rice, Milk",1678.57,115.74,5,8
2023-09-21,Diwali,Monsoon,Wedding Season,Kolkata,Upper Middle,"Rice, Milk, Oil",1151.99,151.91,5,6
2023-09-11,Christmas,Monsoon,Salary Day,Mumbai,Families,"Cake, Milk, Oil, Vegetables, Chocolates",650.51,115.52,6,3
2023-01-15,Eid,Monsoon,Normal Day,Chennai,Low Income,"Bread, Dates, Eggs, Atta",1763.85,140.62,10,9
2023-08-03,Independence Day,Monsoon,Salary Day,Delhi,Retail Bulk,"Bread, Hand bands, Flags, Rice, Eggs",347.66,58.7,4,4
2024-10-13,Onam,Summer,Normal Day,Mumbai,Retail Bulk,"Sugar, Rice, Oil",1693.78,291.97,4,5
2023-07-16,Christmas,Monsoon,Salary Day,Lucknow,Low Income,"Cake, Eggs, Oil, Rice, Chocolates",1173.36,98.19,7,5
2023-08-19,Makar Sankranti,Winter,School Opening,Kolkata,Upper Middle,"Rice, Milk, Oil",1246.0,309.98,9,3
2024-07-19,Independence Day,Winter,Exam Season,Lucknow,Upper Middle,"Sugar, Milk, Bread, Hand bands, Flags",1197.92,260.89,7,8
2023-06-26,Makar Sankranti,Summer,School Opening,Jaipur,Retail Bulk,"Vegetables, Sugar, Bread",1746.69,325.22,10,4
2023-03-12,Independence Day,Summer,Wedding Season,Chennai,Upper Middle,"Oil, Hand bands, Flags, Vegetables, Eggs",1652.28,345.47,6,9
2023-03-13,Eid,Monsoon,School Opening,Delhi,Middle Class,"Vegetables, Rice, Dates, Oil",615.93,63.26,5,8
2024-10-19,Christmas,Summer,School Opening,Chennai,Families,"Cake, Atta, Oil, Vegetables, Chocolates",1479.96,305.92,9,3
2023-10-01,Raksha Bandhan,Monsoon,Exam Season,Lucknow,Students,"Sweets, Sugar, Fruits, Rakhi, Rice",231.61,20.0,6,9
2023-03-23,Navratri,Monsoon,Weekend,Mumbai,Families,"Atta, Milk, Oil",1657.05,130.01,10,5
2024-02-26,Diwali,Monsoon,Wedding Season,Kolkata,Low Income,"Vegetables, Rice, Milk",1111.4,116.01,5,3
2024-09-15,None,Monsoon,Salary Day,Kolkata,Families,"Eggs, Milk, Oil",849.56,152.85,5,7
2023-11-28,Onam,Monsoon,Normal Day,Bangalore,Families,"Fruits, Bread, Milk",1574.27,177.81,6,7
2023-11-07,Onam,Winter,Salary Day,Chennai,Upper Middle,"Bread, Eggs, Oil",1024.8,249.18,5,6
2024-02-24,None,Monsoon,Normal Day,Lucknow,Families,"Rice, Milk, Eggs",331.62,23.97,6,5
2024-02-15,Diwali,Summer,Exam Season,Bangalore,Middle Class,"Sugar, Rice, Eggs",1331.5,162.45,7,3
2024-11-21,Navratri,Summer,Salary Day,Chennai,Middle Class,"Vegetables, Sugar, Oil",1023.31,160.8,6,4
2024-09-17,Diwali,Monsoon,Weekend,Lucknow,Families,"Vegetables, Fruits, Atta",287.84,46.66,6,5
2024-11-20,Independence Day,Monsoon,School Opening,Chennai,Upper Middle,"Fruits, Atta, Oil, Hand bands, Flags",467.44,63.03,7,7
2024-03-07,Christmas,Winter,Salary Day,Delhi,Students,"Cake, Eggs, Oil, Vegetables, Chocolates",1520.42,136.12,10,6
2023-03-27,None,Summer,Weekend,Bangalore,Families,"Bread, Rice, Atta",991.22,228.31,6,4
2024-11-02,Independence Day,Summer,Exam Season,Mumbai,Middle Class,"Milk, Atta, Hand bands, Flags, Eggs",1765.51,439.93,6,7
2023-09-26,Christmas,Monsoon,School Opening,Delhi,Families,"Sugar, Cake, Fruits, Milk, Chocolates",759.24,90.43,8,8
2024-09-25,Onam,Monsoon,Normal Day,Lucknow,Low Income,"Vegetables, Sugar, Oil",797.51,79.88,8,8
2024-08-15,Raksha Bandhan,Summer,School Opening,Jaipur,Low Income,"Sweets, Fruits, Oil, Rakhi, Bread",223.72,42.73,5,7
2024-05-03,Holi,Winter,Exam Season,Delhi,Retail Bulk,"Bread, Colors, Eggs, Atta",471.5,105.43,10,2
2024-09-05,Raksha Bandhan,Winter,Wedding Season,Bangalore,Low Income,"Sweets, Sugar, Rakhi, Bread, Eggs",1681.43,197.22,10,5
2023-01-25,Christmas,Monsoon,Salary Day,Kolkata,Middle Class,"Cake, Eggs, Atta, Vegetables, Chocolates",482.97,76.73,9,2
2024-11-14,None,Summer,Normal Day,Jaipur,Low Income,"Vegetables, Fruits, Oil",694.0,114.89,6,5
2024-11-15,Diwali,Winter,School Opening,Bangalore,Middle Class,"Bread, Milk, Atta",1252.8,232.66,7,6
2024-02-14,Eid,Monsoon,Exam Season,Jaipur,Middle Class,"Sugar, Bread, Eggs, Dates",554.0,117.95,9,8
2023-12-27,Republic Day,Monsoon,Normal Day,Bangalore,Middle Class,"Vegetables, Rice, Oil",276.53,52.6,10,7
2024-05-09,Onam,Summer,Wedding Season,Lucknow,Low Income,"Vegetables, Fruits, Milk",207.48,38.49,5,4
2023-02-11,Holi,Winter,Wedding Season,Bangalore,Families,"Milk, Sugar, Fruits, Colors",263.92,56.5,8,3
2023-09-22,Onam,Summer,Salary Day,Patna,Upper Middle,"Vegetables, Rice, Atta",1363.16,193.26,4,3
2023-05-14,Navratri,Monsoon,Exam Season,Patna,Middle Class,"Sugar, Milk, Eggs",468.36,109.25,9,4
2023-05-22,Republic Day,Monsoon,Wedding Season,Chennai,Middle Class,"Milk, Rice, Eggs",1335.81,296.8,10,2
2023-04-19,Holi,Monsoon,Normal Day,Delhi,Low Income,"Oil, Sugar, Colors, Atta",447.67,80.9,6,8
2024-09-21,Independence Day,Winter,Normal Day,Bangalore,Upper Middle,"Sugar, Milk, Hand bands, Flags, Eggs",849.79,83.25,8,2
2023-09-16,Eid,Summer,Salary Day,Bangalore,Low Income,"Sugar, Bread, Dates, Oil",975.0,86.6,9,9
2024-10-01,Makar Sankranti,Summer,Normal Day,Jaipur,Retail Bulk,"Sugar, Fruits, Eggs",1694.72,123.6,6,3
2024-09-07,Christmas,Summer,Wedding Season,Delhi,Families,"Sugar, Cake, Fruits, Oil, Chocolates",1274.71,76.72,10,3
2023-12-17,Diwali,Summer,School Opening,Delhi,Upper Middle,"Vegetables, Sugar, Bread",1672.46,103.81,9,3
2024-11-29,Navratri,Winter,Salary Day,Jaipur,Low Income,"Vegetables, Sugar, Eggs",413.48,60.4,6,2
2023-12-13,Onam,Summer,Wedding Season,Chennai,Middle Class,"Vegetables, Oil, Atta",1943.76,246.18,8,4
2023-01-22,Navratri,Summer,School Opening,Patna,Families,"Bread, Rice, Milk",976.42,145.01,4,3
2023-11-19,Holi,Summer,Salary Day,Bangalore,Families,"Vegetables, Rice, Milk, Colors",599.66,145.38,7,7
2023-05-28,Raksha Bandhan,Monsoon,Salary Day,Bangalore,Low Income,"Sweets, Sugar, Rakhi, Vegetables, Eggs",1346.11,213.95,10,5
2024-08-13,Navratri,Summer,Exam Season,Lucknow,Retail Bulk,"Bread, Fruits, Atta",1107.61,118.41,9,4
2023-08-15,None,Monsoon,School Opening,Chennai,Upper Middle,"Vegetables, Sugar, Milk",1574.7,236.04,10,5
2023-04-13,Republic Day,Summer,Salary Day,Jaipur,Students,"Rice, Milk, Eggs",1921.7,287.47,10,2
2023-12-24,Holi,Winter,Wedding Season,Mumbai,Retail Bulk,"Colors, Rice, Fruits, Oil",1859.59,162.32,8,2
2024-01-27,Navratri,Winter,School Opening,Mumbai,Upper Middle,"Vegetables, Milk, Atta",1827.8,216.55,7,7
2023-03-16,Diwali,Monsoon,Salary Day,Lucknow,Middle Class,"Eggs, Milk, Oil",1527.94,359.69,5,8
2023-11-25,Eid,Monsoon,Weekend,Bangalore,Upper Middle,"Eggs, Dates, Fruits, Oil",1349.24,107.61,5,5
2023-12-27,Republic Day,Summer,School Opening,Kolkata,Students,"Sugar, Eggs, Oil",1063.98,261.06,10,7
2024-10-31,Onam,Winter,Weekend,Patna,Low Income,"Rice, Eggs, Oil",1922.47,339.58,8,6
2024-02-17,Raksha Bandhan,Summer,School Opening,Lucknow,Students,"Sweets, Fruits, Oil, Rakhi, Rice",169.31,34.76,9,8
2024-06-03,Diwali,Winter,Weekend,Delhi,Students,"Vegetables, Bread, Milk",469.04,39.33,4,9
2024-10-29,None,Monsoon,Salary Day,Jaipur,Upper Middle,"Vegetables, Rice, Oil",1928.55,444.69,8,7
2024-11-16,Raksha Bandhan,Summer,Wedding Season,Lucknow,Middle Class,"Sweets, Atta, Rakhi, Rice, Vegetables",712.55,48.92,9,8
2023-06-27,Onam,Winter,Salary Day,Chennai,Students,"Sugar, Rice, Atta",1234.83,138.28,7,6
2023-11-20,Eid,Monsoon,Normal Day,Lucknow,Low Income,"Milk, Dates, Fruits, Atta",1641.68,369.37,4,6
2023-05-21,Republic Day,Monsoon,Normal Day,Chennai,Low Income,"Bread, Rice, Atta",374.2,67.14,8,5
2024-09-22,Navratri,Summer,Normal Day,Mumbai,Middle Class,"Vegetables, Oil, Atta",1050.32,254.08,8,3
2024-08-03,Republic Day,Summer,Weekend,Patna,Students,"Vegetables, Milk, Eggs",927.34,72.1,7,5
2024-10-23,Onam,Winter,Wedding Season,Lucknow,Middle Class,"Vegetables, Atta, Oil",1856.91,310.13,7,2
2023-09-18,Makar Sankranti,Summer,Exam Season,Patna,Retail Bulk,"Sugar, Bread, Atta",1867.73,106.39,7,5
2023-09-25,Christmas,Winter,Exam Season,Mumbai,Middle Class,"Cake, Fruits, Atta, Rice, Chocolates",225.84,37.44,8,3
2023-01-05,Holi,Monsoon,Exam Season,Kolkata,Low Income,"Colors, Rice, Milk, Oil",157.21,9.98,4,9
2023-10-29,Holi,Monsoon,Weekend,Patna,Families,"Sugar, Colors, Fruits, Oil",644.15,91.05,6,9
2023-02-07,Eid,Monsoon,Weekend,Kolkata,Families,"Bread, Dates, Eggs, Atta",1016.5,116.43,6,7
2024-02-28,Christmas,Summer,Exam Season,Jaipur,Students,"Cake, Milk, Eggs, Oil, Chocolates",678.42,160.09,4,5
2024-06-03,Makar Sankranti,Monsoon,Salary Day,Mumbai,Families,"Bread, Fruits, Atta",1646.84,85.93,6,7
2024-06-08,None,Summer,Salary Day,Kolkata,Retail Bulk,"Vegetables, Eggs, Atta",545.72,73.6,4,6
2023-05-17,Christmas,Summer,Normal Day,Lucknow,Students,"Sugar, Cake, Eggs, Atta, Chocolates",336.54,78.42,10,6
2023-11-01,Holi,Summer,School Opening,Delhi,Upper Middle,"Vegetables, Bread, Fruits, Colors",683.06,51.48,8,6
2023-07-15,None,Winter,Wedding Season,Kolkata,Retail Bulk,"Bread, Atta, Oil",943.73,200.68,5,7
2024-03-16,None,Winter,Salary Day,Patna,Retail Bulk,"Vegetables, Sugar, Atta",989.77,58.7,8,7
2024-04-12,Independence Day,Summer,School Opening,Jaipur,Students,"Fruits, Atta, Hand bands, Flags, Rice",1186.92,148.84,10,2
2023-06-01,Republic Day,Summer,Exam Season,Jaipur,Retail Bulk,"Vegetables, Milk, Atta",1012.52,74.94,6,6
2023-11-12,None,Monsoon,Weekend,Jaipur,Low Income,"Eggs, Fruits, Oil",1771.91,266.39,7,6
2023-06-11,Diwali,Winter,School Opening,Chennai,Upper Middle,"Sugar, Atta, Oil",1756.35,120.06,6,5
2024-06-02,Eid,Monsoon,Salary Day,Mumbai,Middle Class,"Dates, Rice, Fruits, Oil",782.9,56.36,5,2
2023-11-04,None,Summer,School Opening,Jaipur,Low Income,"Rice, Milk, Atta",703.33,148.25,7,3
2023-07-13,Independence Day,Winter,School Opening,Patna,Retail Bulk,"Milk, Hand bands, Flags, Rice, Eggs",1005.81,51.44,5,2
2023-11-19,Makar Sankranti,Monsoon,School Opening,Kolkata,Low Income,"Sugar, Rice, Eggs",1389.61,210.9,5,2
2024-03-01,Diwali,Winter,Salary Day,Delhi,Retail Bulk,"Sugar, Fruits, Eggs",1814.78,160.99,9,2
2023-09-27,None,Summer,Normal Day,Mumbai,Families,"Vegetables, Bread, Fruits",1099.93,207.78,4,7
2023-04-04,Republic Day,Winter,School Opening,Kolkata,Students,"Bread, Fruits, Oil",340.12,53.16,6,3
2024-08-07,Onam,Winter,School Opening,Mumbai,Families,"Sugar, Fruits, Oil",400.86,38.57,6,2
2024-04-17,Navratri,Winter,Wedding Season,Jaipur,Upper Middle,"Milk, Bread, Fruits",1829.56,273.65,7,3
2023-07-24,Onam,Monsoon,School Opening,Jaipur,Low Income,"Sugar, Rice, Atta",454.89,86.85,8,5
2023-11-29,Republic Day,Monsoon,Salary Day,Lucknow,Low Income,"Sugar, Bread, Rice",1941.9,211.97,8,3
2024-05-14,Republic Day,Monsoon,Weekend,Lucknow,Low Income,"Vegetables, Sugar, Rice",962.47,87.27,4,2
2024-02-01,None,Winter,Exam Season,Lucknow,Students,"Fruits, Rice, Milk",716.73,91.56,9,8
2023-12-02,Navratri,Winter,School Opening,Chennai,Families,"Sugar, Fruits, Milk",597.26,138.71,8,7
2024-09-27,None,Monsoon,Weekend,Kolkata,Retail Bulk,"Bread, Rice, Oil",530.18,105.36,4,6
2023-07-23,Eid,Summer,School Opening,Jaipur,Middle Class,"Vegetables, Dates, Fruits, Atta",127.53,23.54,4,7
2023-04-12,Onam,Monsoon,Salary Day,Patna,Families,"Sugar, Fruits, Atta",1672.75,119.4,6,3
2024-02-11,Onam,Monsoon,Exam Season,Bangalore,Upper Middle,"Fruits, Eggs, Oil",1175.63,146.04,9,5
2024-01-20,Navratri,Monsoon,Salary Day,Mumbai,Middle Class,"Sugar, Milk, Atta",996.94,169.76,5,5
2023-02-03,Onam,Winter,Exam Season,Mumbai,Students,"Vegetables, Bread, Milk",273.86,45.08,8,9
